Zona;Subzona;Canton;Presunta_Subinfraccion;Fecha de Detencion;Flagrante/Boleta;Sexo;Edad;Nacionalidad
ZONA 9;DMQ;QUITO;MICROTRAFICO;10-08-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;10-08-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;11-08-16;BOLETA;HOMBRE;47;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;11-08-16;BOLETA;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;11-08-16;BOLETA;HOMBRE;47;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;11-08-16;BOLETA;MUJER;48;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;11-08-16;BOLETA;HOMBRE;42;ECUADOR
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;11-08-16;BOLETA;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;18-08-16;BOLETA;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;02-08-16;FLAGRANTE;MUJER;27;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;02-08-16;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;02-08-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;02-08-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;02-08-16;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;03-08-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;03-08-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;03-08-16;FLAGRANTE;MUJER;33;COLOMBIA
ZONA 9;DMQ;QUITO;HURTO;04-08-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;04-08-16;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;04-08-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;05-08-16;FLAGRANTE;MUJER;35;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;05-08-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;05-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;08-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;06-08-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 9;DMQ;QUITO;FALSIFICACION;10-08-16;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;10-08-16;BOLETA;MUJER;33;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;10-08-16;BOLETA;MUJER;47;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;10-08-16;BOLETA;HOMBRE;17;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;09-08-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;13-08-16;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;13-08-16;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;13-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;13-08-16;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;13-08-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;15-08-16;FLAGRANTE;HOMBRE;55;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;15-08-16;FLAGRANTE;HOMBRE;33;COLOMBIA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;15-08-16;FLAGRANTE;HOMBRE;42;COLOMBIA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;15-08-16;FLAGRANTE;MUJER;35;COLOMBIA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;16-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;16-08-16;FLAGRANTE;MUJER;30;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;17-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;18-08-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;18-08-16;FLAGRANTE;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;18-08-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;18-08-16;BOLETA;HOMBRE;34;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;18-08-16;BOLETA;HOMBRE;36;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;19-08-16;FLAGRANTE;HOMBRE;39;COLOMBIA
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;23-08-16;FLAGRANTE;HOMBRE;16;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;24-08-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;24-08-16;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;25-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;25-08-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;25-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;25-08-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;25-08-16;FLAGRANTE;HOMBRE;64;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;24-08-16;FLAGRANTE;MUJER;35;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;24-08-16;FLAGRANTE;MUJER;37;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;29-08-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;29-08-16;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;29-08-16;FLAGRANTE;HOMBRE;13;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;29-08-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;29-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 9;DMQ;QUITO;HURTO;31-08-16;FLAGRANTE;MUJER;26;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;FEMICIDIO;04-08-16;BOLETA;HOMBRE;27;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;RECEPTACION;04-08-16;FLAGRANTE;HOMBRE;58;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;RECEPTACION;04-08-16;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;ROBO DOMICILIO;06-08-16;FLAGRANTE;HOMBRE ;25;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;VARIOS;11-08-16;BOLETA;HOMBRE ;34;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;REBELION Y ATENTADO;07-08-16;FLAGRANTE;HOMBRE ;21;ECUADOR
ZONA 2;PICHINCHA;MEJIA;ASESINATO;01-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 2;PICHINCHA;MEJIA;ASESINATO;01-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 2;PICHINCHA;MEJIA;VARIOS;01-08-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 2;PICHINCHA;MEJIA;DELITO AMBIENTAL;02-08-16;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 2;PICHINCHA;PEDRO VICENTE MALDONADO;VARIOS;02-08-16;BOLETA;HOMBRE;28;ECUADOR
ZONA 2;PICHINCHA;PEDRO VICENTE MALDONADO;VARIOS;03-08-16;BOLETA;HOMBRE;22;ECUADOR
ZONA 2;PICHINCHA;PUERTO QUITO;RECEPTACION;10-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;VIOLACION;31-07-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;VIOLACION;31-07-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;VIOLACION;31-07-16;FLAGRANTE;HOMBRE;38;ECUADOR
ZONA 9;DMQ;QUITO;ESTAFA;07-08-16;BOLETA;HOMBRE;20;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;ESTAFA;07-08-16;BOLETA;HOMBRE;44;ECUADOR
ZONA 9;DMQ;QUITO;ESTAFA;08-08-16;BOLETA;HOMBRE;26;ECUADOR
ZONA 9;DMQ;QUITO;ESTAFA;08-08-16;BOLETA;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;ESTAFA;08-08-16;BOLETA;HOMBRE;22;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;11-08-16;BOLETA;HOMBRE;31;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;11-08-16;BOLETA;MUJER;33;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;RECEPTACION;13-08-16;FLAGRANTE;MUJER;29;ECUADOR
ZONA 2;PICHINCHA;SAN MIGUEL DE LOS BANCOS;RECEPTACION;02-08-16;FLAGRANTE;HOMBRE;58;ECUADOR
ZONA 2;PICHINCHA;SAN MIGUEL DE LOS BANCOS;RECEPTACION;02-08-16;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 2;PICHINCHA;SAN MIGUEL DE LOS BANCOS;TENTATIVA DE VIOLACION;07-08-16;BOLETA;HOMBRE;70;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;11-08-16;BOLETA;HOMBRE;57;ECUADOR
ZONA 9;DMQ;QUITO;ASOCIACION ILICITA;11-08-16;BOLETA;MUJER;55;ECUADOR
ZONA 9;DMQ;QUITO;MICROTRAFICO;11-08-16;FLAGRANTE;HOMBRE;14;ECUADOR
ZONA 9;DMQ;QUITO;TENTATIVA DE ROBO;10-08-16;BOLETA;HOMBRE;47;ECUADOR
ZONA 2;PICHINCHA;MEJIA;RECEPTACION;11-08-16;FLAGRANTE;HOMBRE;45;ECUADOR
ZONA 2;PICHINCHA;MEJIA;OTROS ROBOS;11-08-16;BOLETA;HOMBRE;25;ECUADOR
ZONA 9;DMQ;QUITO;RECEPTACION;13-08-16;FLAGRANTE;HOMBRE;43;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;RECEPTACION;16-08-16;FLAGRANTE;HOMBRE ;22;COLOMBIA
ZONA 2;PICHINCHA;CAYAMBE;RECEPTACION;16-08-16;FLAGRANTE;HOMBRE ;31;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;MICROTRAFICO;13-08-16;FLAGRANTE;HOMBRE ;0;COLOMBIA
ZONA 2;PICHINCHA;PEDRO VICENTE MALDONADO;ROBO A PERSONAS;17-08-16;FLAGRANTE;HOMBRE;18;ECUADOR
ZONA 2;PICHINCHA;PEDRO VICENTE MALDONADO;VARIOS;20-08-16;BOLETA;HOMBRE;31;ECUADOR
ZONA 2;PICHINCHA;MEJIA;VARIOS;18-08-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;RECEPTACION;13-08-16;FLAGRANTE;HOMBRE;41;ECUADOR
ZONA 9;DMQ;QUITO;ESTAFA;19-08-16;BOLETA;HOMBRE;34;COLOMBIA
ZONA 9;DMQ;QUITO;ESTAFA;19-08-16;BOLETA;HOMBRE;40;COLOMBIA
ZONA 9;DMQ;QUITO;ESTAFA;19-08-16;BOLETA;HOMBRE;42;COLOMBIA
ZONA 2;PICHINCHA;PUERTO QUITO;ROBO DOMICILIO;17-08-16;BOLETA;HOMBRE;39;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;HURTO;21-08-16;FLAGRANTE;MUJER;49;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;HURTO;21-08-16;FLAGRANTE;MUJER;47;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;ROBO A PERSONAS;27-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 2;PICHINCHA;RUMIÑAHUI;ROBO A PERSONAS;27-08-16;FLAGRANTE;HOMBRE;31;COLOMBIA
ZONA 2;PICHINCHA;RUMIÑAHUI;ROBO A PERSONAS;27-08-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 2;PICHINCHA;SAN MIGUEL DE LOS BANCOS;FALSIFICACION;18-08-16;FLAGRANTE;HOMBRE;44;ECUADOR
ZONA 2;PICHINCHA;MEJIA;MICROTRAFICO;18-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 2;PICHINCHA;MEJIA;RECEPTACION;22-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 2;PICHINCHA;MEJIA;RECEPTACION;22-08-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 2;PICHINCHA;MEJIA;MICROTRAFICO;25-08-16;FLAGRANTE;MUJER;19;ECUADOR
ZONA 2;PICHINCHA;MEJIA;MICROTRAFICO;25-08-16;FLAGRANTE;MUJER;40;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;VIOLACION;21-08-16;BOLETA;HOMBRE;47;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;RECEPTACION;24-08-16;FLAGRANTE;HOMBRE;37;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;MICROTRAFICO;24-08-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;MICROTRAFICO;24-08-16;FLAGRANTE;MUJER;20;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;ABIGEATO;26-08-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;RECEPTACION;24-08-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 2;PICHINCHA;MEJIA;RECEPTACION;30-08-16;BOLETA;HOMBRE;35;ECUADOR
ZONA 2;PICHINCHA;SAN MIGUEL DE LOS BANCOS;TENTATIVA DE ROBO;29-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 5;GUAYAS;BALZAR;TENTATIVA ASESINATO/HOMICIDIO;04-08-16;FLAGRANTE;MUJER;53;ECUADOR
ZONA 5;GUAYAS;BALZAR;INTIMIDACION/AMENAZA;07-08-16;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 5;GUAYAS;EMPALME;HURTO;05-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 5;GUAYAS;EMPALME;HURTO;05-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 5;GUAYAS;EMPALME;RECEPTACION;06-08-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 5;GUAYAS;EMPALME;EXTORSION;06-08-16;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 5;GUAYAS;NARANJAL;MICROTRAFICO;05-08-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 5;GUAYAS;NARANJAL;MICROTRAFICO;05-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 5;GUAYAS;NARANJAL;ROBO A PERSONAS;08-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 5;GUAYAS;NARANJAL;ROBO A PERSONAS;08-08-16;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 5;GUAYAS;NARANJAL;RECEPTACION;01-08-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 5;GUAYAS;LOMAS DE SARGENTILLO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;04-08-16;FLAGRANTE;HOMBRE;46;ECUADOR
ZONA 5;GUAYAS;LOMAS DE SARGENTILLO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;04-08-16;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 5;GUAYAS;SALITRE;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;02-08-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 5;GUAYAS;SANTA LUCIA;ACOSO SEXUAL;02-08-16;BOLETA;HOMBRE;59;ECUADOR
ZONA 5;GUAYAS;SANTA LUCIA;ROBO A PERSONAS;02-08-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 5;GUAYAS;SANTA LUCIA;ACOSO SEXUAL;03-08-16;BOLETA;HOMBRE;31;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;RECEPTACION;02-08-16;FLAGRANTE;HOMBRE;23;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;HURTO;03-08-16;FLAGRANTE;MUJER;32;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;08-08-16;FLAGRANTE;HOMBRE;14;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;08-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;08-08-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;08-08-16;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 5;GUAYAS;DAULE;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;02-08-16;FLAGRANTE;HOMBRE;52;ECUADOR
ZONA 5;GUAYAS;NOBOL;HURTO;03-08-16;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 5;GUAYAS;DAULE;MICROTRAFICO;04-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 5;GUAYAS;MILAGRO;HURTO;01-08-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 5;GUAYAS;MILAGRO;HURTO;04-08-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 5;GUAYAS;MILAGRO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;03-08-16;BOLETA;HOMBRE;18;ECUADOR
ZONA 5;GUAYAS;BALZAR;MICROTRAFICO;13-08-16;FLAGRANTE;MUJER;34;ECUADOR
ZONA 5;GUAYAS;DAULE;DELITO ADUANERO;11-08-16;BOLETA;MUJER;38;ECUADOR
ZONA 5;GUAYAS;DAULE;RECEPTACION;15-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 5;GUAYAS;EMPALME;OTROS ROBOS;10-08-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 5;GUAYAS;EMPALME;OTROS ROBOS;10-08-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 5;GUAYAS;EMPALME;ASOCIACION ILICITA;11-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 5;GUAYAS;EMPALME;ASOCIACION ILICITA;11-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 5;GUAYAS;EMPALME;ASOCIACION ILICITA;11-08-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 5;GUAYAS;EMPALME;OTROS ROBOS;11-08-16;BOLETA;HOMBRE;21;ECUADOR
ZONA 5;GUAYAS;BALAO;RECEPTACION;10-08-16;FLAGRANTE;HOMBRE;25;ECUADOR
ZONA 5;GUAYAS;NARANJAL;RECEPTACION;11-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 5;GUAYAS;NARANJAL;RECEPTACION;11-08-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 5;GUAYAS;NARANJAL;HURTO;14-08-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 5;GUAYAS;LOMAS DE SARGENTILLO;VIOLACION;11-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 5;GUAYAS;LOMAS DE SARGENTILLO;VARIOS;14-08-16;BOLETA;HOMBRE;32;ECUADOR
ZONA 5;GUAYAS;PLAYAS;RECEPTACION;04-08-16;FLAGRANTE;HOMBRE;42;ECUADOR
ZONA 5;GUAYAS;SANTA LUCIA;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;07-08-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;ROBO A PERSONAS;01-08-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS;06-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 5;GUAYAS;BALZAR;ASESINATO;18-08-16;BOLETA;HOMBRE;20;ECUADOR
ZONA 5;GUAYAS;BALZAR;TENTATIVA DE ROBO;21-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 5;GUAYAS;DAULE;ACOSO SEXUAL;19-08-16;FLAGRANTE;HOMBRE;47;ECUADOR
ZONA 5;GUAYAS;EMPALME;MICROTRAFICO;20-08-16;FLAGRANTE;HOMBRE;17;ECUADOR
ZONA 5;GUAYAS;NARANJAL;ROBO A PERSONAS;20-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 5;GUAYAS;NARANJAL;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;22-08-16;FLAGRANTE;HOMBRE;39;ECUADOR
ZONA 5;GUAYAS;LOMAS DE SARGENTILLO;VARIOS;16-08-16;BOLETA;HOMBRE;24;ECUADOR
ZONA 5;GUAYAS;LOMAS DE SARGENTILLO;VARIOS;18-08-16;BOLETA;HOMBRE;27;ECUADOR
ZONA 5;GUAYAS;LOMAS DE SARGENTILLO;VARIOS;22-08-16;BOLETA;HOMBRE;27;ECUADOR
ZONA 5;GUAYAS;LOMAS DE SARGENTILLO;VARIOS;22-08-16;BOLETA;HOMBRE;28;ECUADOR
ZONA 5;GUAYAS;PLAYAS;RECEPTACION;17-08-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 5;GUAYAS;PLAYAS;RECEPTACION;17-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 5;GUAYAS;PLAYAS;RECEPTACION;17-08-16;FLAGRANTE;HOMBRE;49;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;HURTO;17-08-16;BOLETA;MUJER;29;ECUADOR
ZONA 5;GUAYAS;EMPALME;MICROTRAFICO;20-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
ZONA 5;GUAYAS;EMPALME;MICROTRAFICO;28-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 5;GUAYAS;EMPALME;HURTO;24-08-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 5;GUAYAS;MILAGRO;RECEPTACION;16-08-16;BOLETA;HOMBRE;21;ECUADOR
ZONA 5;GUAYAS;MILAGRO;VARIOS;15-08-16;BOLETA;HOMBRE;44;ECUADOR
ZONA 5;GUAYAS;MILAGRO;OTROS ROBOS;22-08-16;FLAGRANTE;HOMBRE;26;ECUADOR
ZONA 5;GUAYAS;MILAGRO;OTROS ROBOS;24-08-16;FLAGRANTE;HOMBRE;33;ECUADOR
ZONA 5;GUAYAS;MILAGRO;OTROS ROBOS;24-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 5;GUAYAS;MILAGRO;VIOLACION;24-08-16;FLAGRANTE;HOMBRE;36;ECUADOR
ZONA 5;GUAYAS;MILAGRO;DELITO AMBIENTAL;24-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 5;GUAYAS;MILAGRO;OTROS ROBOS;25-08-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 5;GUAYAS;MILAGRO;OTROS ROBOS;26-08-16;FLAGRANTE;HOMBRE;28;ECUADOR
ZONA 5;GUAYAS;NARANJAL;OTROS ROBOS;06-08-16;FLAGRANTE;HOMBRE;40;ECUADOR
ZONA 5;GUAYAS;NARANJAL;OTROS ROBOS;06-08-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 5;GUAYAS;NARANJAL;OTROS ROBOS;06-08-16;FLAGRANTE;HOMBRE;31;ECUADOR
ZONA 5;GUAYAS;NARANJAL;OTROS ROBOS;06-08-16;FLAGRANTE;HOMBRE;35;ECUADOR
ZONA 5;GUAYAS;BALAO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;26-08-16;FLAGRANTE;HOMBRE;44;PERU
ZONA 5;GUAYAS;NARANJAL;VARIOS;28-08-16;FLAGRANTE;MUJER;25;ECUADOR
ZONA 5;GUAYAS;NARANJAL;VARIOS;28-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 5;GUAYAS;PALESTINA;HURTO;24-08-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 5;GUAYAS;PLAYAS;ROBO DOMICILIO;17-08-16;FLAGRANTE;HOMBRE;19;ECUADOR
ZONA 5;GUAYAS;PLAYAS;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;27-08-16;FLAGRANTE;HOMBRE;29;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA ILEGAL ARMAS/EXPLOSIVOS;26-08-16;FLAGRANTE;HOMBRE;20;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;ROBO A CARROS;26-08-16;FLAGRANTE;HOMBRE;15;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;ROBO A CARROS;26-08-16;FLAGRANTE;HOMBRE;14;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;ROBO A CARROS;26-08-16;FLAGRANTE;HOMBRE;15;ECUADOR
ZONA 5;GUAYAS;EL TRIUNFO;ROBO A CARROS;26-08-16;FLAGRANTE;HOMBRE;15;ECUADOR
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;MICROTRAFICO;17-08-16;FLAGRANTE;HOMBRE;27;ECUADOR
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;MICROTRAFICO;14-08-16;FLAGRANTE;HOMBRE;21;ECUADOR
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;ROBO A PERSONAS;16-08-16;FLAGRANTE;HOMBRE;30;ECUADOR
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;ROBO DOMICILIO;23-08-16;FLAGRANTE;HOMBRE;24;ECUADOR
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;ROBO EN EJES VIALES O CARRETERAS;21-08-16;FLAGRANTE;HOMBRE;32;ECUADOR
ZONA 5;GUAYAS;DAULE;HURTO;29-08-16;FLAGRANTE;HOMBRE;22;ECUADOR
